Name,Segment,Phone,WhatsApp,Category,SearchArea,Address,Reviews,Priority,HasWebsiteOnMaps,Status,Notes
Wap plumbing services,Plumbing,+256755384347,https://wa.me/256755384347,Plumbing supply store,Kampala,Old Butabika Rd,0,Low,no,,
WATER TECH PLUMBING CONTRACTORS,Plumbing,+256781469952,https://wa.me/256781469952,Plumbing supply store,Soroti,Soroti- Dokolo Road,0,Low,no,,
WB CONSTRUCTION AND FINISHING SERVICES,Plumbing,+256774843383,https://wa.me/256774843383,Plumber,Jinja,,0,Low,no,,
William plumbing tools,Plumbing,+256775064022,https://wa.me/256775064022,Water treatment supplier,Mbarara,Central street,0,Low,no,,
AARONS ELECTRICAL SERVICES UG,Electrical,+256708643109,https://wa.me/256708643109,Electrical installation service,Kampala,William St,201,High,no,,
ANDE_TECH POWER HUB,Electrical,+256753131509,https://wa.me/256753131509,Electrician,Kampala,,66,High,no,,
Icone Electrical,Electrical,+256769463840,https://wa.me/256769463840,Electrician,Kampala,,43,High,no,,
volt Electricians,Electrical,+256701854197,https://wa.me/256701854197,Electrical installation service,Kampala,64 Semawata Rd,18,Medium,no,,
Jaso Electric Mart,Electrical,+256784838330,https://wa.me/256784838330,Electronics store,Lira,Plot 2B Maruzi Road,13,Medium,no,,
SKYPA BUSINESS SOLUTION BUKAYE,Electrical,+256745884779,https://wa.me/256745884779,Electrician,Iganga,Bukaye Kaliro road,7,Medium,no,,
SWALLEH ELECTRICAL SERVICES,Electrical,+256782156590,https://wa.me/256782156590,Electrical engineer,Arua,Nyamunuka Town Council High street,7,Medium,no,,
Apro-Ben Electrical centre,Electrical,+256772381354,https://wa.me/256772381354,Electronics store,Soroti,"PJ79+WJJ, Soroti-Lira Rd",5,Medium,no,,
K-JEREMYX ELECTRICALS,Electrical,+256771092144,https://wa.me/256771092144,Electrician,Tororo,Naguru Dr,5,Medium,no,,
KD Technical enterprises ltd,Electrical,+256706504224,https://wa.me/256706504224,Electrician,Mukono,,5,Medium,no,,
BK ELECTRICAL SERVICES LTD,Electrical,+256706076413,https://wa.me/256706076413,Electrical installation service,Entebbe,Kawafu Road,4,Low,no,,
Powermax electric point,Electrical,+256701698784,https://wa.me/256701698784,Electrical installation service,Kampala,Old Butabika Rd,4,Low,no,,
Emmanuel Electrical and Solar Power,Electrical,+256783239737,https://wa.me/256783239737,Electrician,Fort Portal,Rukidi III St,3,Low,no,,
GEAR ELECTRICAL CONTRACTORS LTD,Electrical,+256792355472,https://wa.me/256792355472,Electrical engineer,Kampala,9J28+68R,3,Low,no,,
JC Electrical & Graphic Solutions Lira City,Electrical,+256774979282,https://wa.me/256774979282,Electrical supply store,Lira,Kwania Rd,3,Low,no,,
Rwensha Electricals and solar systems,Electrical,+256701394678,https://wa.me/256701394678,Electrical installation service,Mbarara,Mbarara - Masaka Rd,3,Low,no,,
Electrical Engineering,Electrical,+256781512427,https://wa.me/256781512427,Electrician,Kampala,"8MW6+VPJ, Joke's hotel",2,Low,no,,
Energy first Electro Centre,Electrical,+256787184512,https://wa.me/256787184512,Electrical installation service,Mbarara,Rubindi Mbarara-Ibanda Road,2,Low,no,,
HOPE P'LACEL INV LTD,Electrical,+256771602137,https://wa.me/256771602137,Electrical installation service,Gulu,Kampala - Gulu Hwy,2,Low,no,,
KK Electrical Centre,Electrical,+256772479968,https://wa.me/256772479968,Electrical supply store,Fort Portal,M73F+85J,2,Low,no,,
KOMS ELECTRICAL COMPANY,Electrical,+256704165227,https://wa.me/256704165227,Electrical engineer,Entebbe,"3F6C+5MM, Main Street",2,Low,no,,
Leqtrix electrical engineering,Electrical,+256789170541,https://wa.me/256789170541,Electrical installation service,Kampala,Plot 35 Robert Mugabe Rd,2,Low,no,,
Megawatts Electrical Solutions,Electrical,+256700234222,https://wa.me/256700234222,Electrical installation service,Entebbe,"3G96+VG5, Nkumba",2,Low,no,,
MOSE ELECTRICAL SOLUTION,Electrical,+256760411845,https://wa.me/256760411845,Electrician,Iganga,,2,Low,no,,
Sparky broz electricals Uganda,Electrical,+256761773289,https://wa.me/256761773289,Electrician,Entebbe,Nanziri close,2,Low,no,,
Vinix Tech electrical,Electrical,+256741098921,https://wa.me/256741098921,Electrician,Jinja,,2,Low,no,,
5 star electrical enterprises,Electrical,+256781365733,https://wa.me/256781365733,Electrical supply store,Arua,Opposite Arua main market,1,Low,no,,
AUTOTECH ELECTRICALS,Electrical,+256784895333,https://wa.me/256784895333,Electrical installation service,Tororo,"P633+FRV, Kapenya Road",1,Low,no,,
AYJ POWER SERVICES BUSIA LIMITED,Electrical,+256781779920,https://wa.me/256781779920,Electrical installation service,Tororo,Mawero,1,Low,no,,
Bentech Electrical services,Electrical,+256777755409,https://wa.me/256777755409,Electrical installation service,Arua,"2W8J+5W9, Adrale close",1,Low,no,,
Beny Quality Electricals,Electrical,+256750629181,https://wa.me/256750629181,Electrician,Jinja,,1,Low,no,,
DS ELECTRICAL SERVICES,Electrical,+256779272937,https://wa.me/256779272937,Electrical engineer,Arua,Owiny Dollo street,1,Low,no,,
ENERGIES FOR BUILDING COMMUNITIES,Electrical,+256764156945,https://wa.me/256764156945,Electrical installation service,Mbarara,Kampala Road,1,Low,no,,
Giron Electrical Contractors Ltd,Electrical,+256740371215,https://wa.me/256740371215,Electrical installation service,Kampala,Gayaza Road,1,Low,no,,
Hakeem technologies Koranorya,Electrical,+256788465472,https://wa.me/256788465472,Electrical installation service,Mbarara,9MV3+6W7,1,Low,no,,
MASOB D&S ENGINEERING SOLUTIONS,Electrical,+256761192454,https://wa.me/256761192454,Electrical installation service,Gulu,Tom lalobo road,1,Low,no,,
Mog electrical solutions ltd,Electrical,+256705707672,https://wa.me/256705707672,Electrical installation service,Kampala,,1,Low,no,,
Mr Fix,Electrical,+256700478597,https://wa.me/256700478597,Repair service,Entebbe,3GW4+2P,1,Low,no,,
MUHAMMED K THE POWER GUYS ELECTRICAL ENGINEERING,Electrical,+256701732176,https://wa.me/256701732176,Electrician,Mukono,Kiwanga Rd,1,Low,no,,
MUTAKI de ELECTRICIAN,Electrical,+256770894662,https://wa.me/256770894662,Electrician,Mukono,,1,Low,no,,
Power Primes Electrical Engineering solutions,Electrical,+256772462824,https://wa.me/256772462824,Electrical engineer,Arua,Arua Jiako,1,Low,no,,
Riya rahi ent. Electrical supply shop,Electrical,+256775426634,https://wa.me/256775426634,Electrical supply store,Lira,plot 42 Lira - Soroti Rd,1,Low,no,,
Ssenkooto John Paul,Electrical,+256774488717,https://wa.me/256774488717,Electrician,Entebbe,Entebbe Road,1,Low,no,,
St. Pio Electrical Centre Gulu,Electrical,+256752329753,https://wa.me/256752329753,Electrical supply store,Gulu,Plot 84 Acholi Rd,1,Low,no,,
AF Electricals,Electrical,+256754995566,https://wa.me/256754995566,Electrician,Mukono,9MGP+3M,0,Low,no,,
AKB electrical engineering solutions,Electrical,+256703184537,https://wa.me/256703184537,Electrical engineer,Mbarara,Bishop Willis Rd,0,Low,no,,
Alphine electronics kabundaire,Electrical,+256783087156,https://wa.me/256783087156,Electrician,Fort Portal,"M74G+WGX, Kabundaire Rd",0,Low,no,,
BL4CK ELECTRONICS,Electrical,+256740838099,https://wa.me/256740838099,Electrician,Mukono,,0,Low,no,,
BLUE RISE(U) LTD,Electrical,+256784011333,https://wa.me/256784011333,Electrician,Mbarara,,0,Low,no,,
Bright and power electrical engineering,Electrical,+256745969543,https://wa.me/256745969543,Electrical installation service,Jinja,"wanyange, Old Kakira Rd",0,Low,no,,
DAGO ELECTRICAL CO,Electrical,+256773406618,https://wa.me/256773406618,Electrician,Soroti,,0,Low,no,,
DE'SERA ENGINEERING SERVICES LIMITED,Electrical,+256751859571,https://wa.me/256751859571,Electrical engineer,Entebbe,,0,Low,no,,
dm electrical services,Electrical,+256784741424,https://wa.me/256784741424,Electrician,Jinja,"C6H7+V6F, Clive Rd",0,Low,no,,
Dream electrical uganda,Electrical,+256777187165,https://wa.me/256777187165,Electrical supply store,Lira,,0,Low,no,,
El Roi Electrical,Electrical,+256776105168,https://wa.me/256776105168,Electrician,Lira,,0,Low,no,,
Electrap Electricals Services,Electrical,+256703033169,https://wa.me/256703033169,Engineering consultant,Fort Portal,"Sts. Paul, Harukooto",0,Low,no,,
Electrical Technician,Electrical,+256783133796,https://wa.me/256783133796,Electrician,Entebbe,Abayita ababili,0,Low,no,,
Fortlights,Electrical,+256758518047,https://wa.me/256758518047,Electrician,Fort Portal,Kahunga Bunyonyi,0,Low,no,,
Fortpower Electricals U ltd,Electrical,+256787172153,https://wa.me/256787172153,Electrical installation service,Fort Portal,Bwamba Rd,0,Low,no,,
G pop electronics,Electrical,+256771627428,https://wa.me/256771627428,Electrician,Gulu,Gulu - Kitgum Rd,0,Low,no,,
Gene Seed Enterprises Gulu Electrical,Electrical,+256780869624,https://wa.me/256780869624,Electrical installation service,Gulu,Jomo Kenyatta Rd,0,Low,no,,
Grantkakix electric engineer,Electrical,+256747117917,https://wa.me/256747117917,Electrical engineer,Iganga,Jinja-Tororo Rd,0,Low,no,,
Gridline Electrical Service & supply Ltd,Electrical,+256788253636,https://wa.me/256788253636,Electrical installation service,Lira,Oyite Ojok Lane,0,Low,no,,
GY ELECTRICAL SERVICES,Electrical,+256759825361,https://wa.me/256759825361,Electrical engineer,Mbarara,Bucunku Road,0,Low,no,,
Ict & electricity masters Iganga,Electrical,+256760615750,https://wa.me/256760615750,Electrician,Iganga,,0,Low,no,,
JOBSYTE ELECTRICALS,Electrical,+256761222280,https://wa.me/256761222280,Electrician,Soroti,"Plot 31 Gweri, Ecwou Road",0,Low,no,,
JS electric solutions,Electrical,+256703646951,https://wa.me/256703646951,Electrical installation service,Kampala,"Heardline, Kinawataka rd",0,Low,no,,
Juraij Company Limited,Electrical,+256754448075,https://wa.me/256754448075,Electrical installation service,Iganga,"Plot 85, Ngobi Road",0,Low,no,,
Kitty Electrical services,Electrical,+256780245988,https://wa.me/256780245988,Electrical installation service,Lira,7V4W+7FH,0,Low,no,,
Kwoyelo's @,Electrical,+256780778209,https://wa.me/256780778209,Electrician,Lira,Imat Katherina rd,0,Low,no,,
Laliya Electrical Technical Services,Electrical,+256789158551,https://wa.me/256789158551,Electrical engineer,Gulu,R74J+6Q3,0,Low,no,,
Lamm Electrical and Electronics services,Electrical,+256702063570,https://wa.me/256702063570,Electrician,Jinja,,0,Low,no,,
Lexsons electrical and general service limited,Electrical,+256755622246,https://wa.me/256755622246,Engineer,Soroti,"market, Campswahili",0,Low,no,,
LIBES ELECTRICAL,Electrical,+256785046768,https://wa.me/256785046768,Electrical installation service,Gulu,Q843+66V,0,Low,no,,
Maralink power solutions,Electrical,+256777313156,https://wa.me/256777313156,Electrical installation service,Lira,Rwot Aler Road,0,Low,no,,
Mari Electrical Contractors Limited,Electrical,+256781361740,https://wa.me/256781361740,Electrical engineer,Arua,Awindiri Arua Kampala Highway,0,Low,no,,
MASTER SIMON'S WAY (MSW),Electrical,+256775464159,https://wa.me/256775464159,Electrician,Arua,Arua City,0,Low,no,,
MJona electricals,Electrical,+256779330669,https://wa.me/256779330669,Electrical installation service,Arua,"Wadriff road, Hospital Rd",0,Low,no,,
Modern installations electrical contractors ltd,Electrical,+256752973373,https://wa.me/256752973373,Electrical contractor,Kampala,,0,Low,no,,
Mukembo Meddie,Electrical,+256756209142,https://wa.me/256756209142,Electrician,Iganga,Saza Rd,0,Low,no,,
MWESIGWA TECHNOLOGIES LTD,Electrical,+256745452405,https://wa.me/256745452405,Electrician,Jinja,Bugembe,0,Low,no,,
N&B electricals,Electrical,+256785965497,https://wa.me/256785965497,Electrical installation service,Mbarara,9MV7+9C3,0,Low,no,,
OGUTH ENTERPRISES,Electrical,+256764509399,https://wa.me/256764509399,Electrical installation service,Soroti,PJ87+X69,0,Low,no,,
ONE MIC TECHNICIAN DJ,Electrical,+256776276670,https://wa.me/256776276670,Electrician,Fort Portal,Futi Butangwa,0,Low,no,,
Oyite Ojok Lane Electrical,Electrical,+256775222978,https://wa.me/256775222978,Electrical installation service,Lira,6VQR+5C7,0,Low,no,,
PLANNED HUSTLER,Electrical,+256707313355,https://wa.me/256707313355,Electrician,Mukono,,0,Low,no,,
Power Electrical Engineers,Electrical,+256758667919,https://wa.me/256758667919,Electrician,Mukono,,0,Low,no,,
Prime Electrical,Electrical,+256781880511,https://wa.me/256781880511,Electrical engineer,Fort Portal,Kahungabunyonyi,0,Low,no,,
PRO-WELD,Electrical,+256755048642,https://wa.me/256755048642,Electrician,Jinja,Plot 8 kyalya kanobe,0,Low,no,,
Remal Consults Limited,Electrical,+256776035743,https://wa.me/256776035743,Electrician,Arua,,0,Low,no,,
RICH PHONE SERVICE CENTRE,Electrical,+256760899292,https://wa.me/256760899292,Repair service,Mukono,,0,Low,no,,
Rk electrical and satellite services,Electrical,+256705536799,https://wa.me/256705536799,Electrician,Mbarara,,0,Low,no,,
ROBERT AND SONS ELECTRICAL SERVICES GULU,Electrical,+256785584684,https://wa.me/256785584684,Engineer,Gulu,Gulu - Kitgum Rd,0,Low,no,,
Ruti electrical engineering services,Electrical,+256745115010,https://wa.me/256745115010,Electrical installation service,Mbarara,9J8C+V27,0,Low,no,,
Rwenz Brothers Development Company,Electrical,+256758052635,https://wa.me/256758052635,Electrician,Entebbe,3F6F+F5W,0,Low,no,,
Triple 2 electrical,Electrical,+256778434853,https://wa.me/256778434853,Electrical installation service,Kampala,"8JRW+386, Kabaka Rd",0,Low,no,,
W.T.S Technical services solar tech,Electrical,+256754331053,https://wa.me/256754331053,Electrician,Jinja,Kikondo landing site,0,Low,no,,
MUZIRA Audit Accounting & Tax Consulting Firm,Consultancy,+256782210277,https://wa.me/256782210277,Accounting firm,Kampala,Parliament Ave,17,Medium,no,,
GAD ROGERS,Consultancy,+256784311866,https://wa.me/256784311866,Media consultant,Entebbe,Kampala - Entebbe Expy,12,Medium,no,,
Ruplus Uganda,Consultancy,+256751822234,https://wa.me/256751822234,Financial consultant,Mbarara,9MV3+4QQ,12,Medium,no,,
YESU AYEE LONYO ELECTRICAL CIVIL AND PAINTING SERVICES,Consultancy,+256766832646,https://wa.me/256766832646,Engineering consultant,Gulu,Bank Ln,12,Medium,no,,
Greenfield Business And Management Consultants,Consultancy,+256784137519,https://wa.me/256784137519,Consultant,Kampala,Jinja Road UMA Show Grounds,10,Medium,no,,
Climax Management Ug,Consultancy,+256781159911,https://wa.me/256781159911,Business management consultant,Lira,Lira university road,8,Medium,no,,
BTG BRIAN OFFICIAL,Consultancy,+256755388263,https://wa.me/256755388263,Consultant,Jinja,,7,Medium,no,,
KELI ACCOUNTANCY & TAXATION SERVICE,Consultancy,+256758608604,https://wa.me/256758608604,Tax preparation service,Kampala,8MX7+69V near Mandela National Stadium,7,Medium,no,,
TEF Uganda,Consultancy,+256700719744,https://wa.me/256700719744,Educational consultant,Soroti,PH6W+F2P,7,Medium,no,,
Electra HR Consultancy,Consultancy,+256787484406,https://wa.me/256787484406,Human resource consulting,Kampala,"9JJC+5MQ, Bulabira Rd",5,Medium,no,,
Nexus Engineering Company,Consultancy,+256748142229,https://wa.me/256748142229,Engineering consultant,Kampala,,5,Medium,no,,
TIMO Associates,Consultancy,+256772647622,https://wa.me/256772647622,Accountant,Lira,"Fame City Building, 6/7 Lira - Gulu Rd",4,Low,no,,
Good News Property Consultants,Consultancy,+256778059780,https://wa.me/256778059780,Real estate consultant,Mukono,,3,Low,no,,
Guardian Multiservice Axis ltd,Consultancy,+256760974226,https://wa.me/256760974226,Business management consultant,Entebbe,Plot 19 Portal Rd,3,Low,no,,
Joce Gifted Technologies,Consultancy,+256778355322,https://wa.me/256778355322,Computer consultant,Soroti,Main Street,3,Low,no,,
Alidade consultants limited,Consultancy,+256785308429,https://wa.me/256785308429,Agricultural service,Lira,"Bazaar road, Renzo city house",2,Low,no,,
Aryami Consults,Consultancy,+256700170635,https://wa.me/256700170635,Investment company,Entebbe,Research Rd,2,Low,no,,
Creative Maven Educational Consultancy,Consultancy,+256703698694,https://wa.me/256703698694,Educational consultant,Mukono,9P87+6RG,2,Low,no,,
Geostatic Surveys and Engineering Consultants Limited,Consultancy,+256779966553,https://wa.me/256779966553,Engineering consultant,Tororo,Plot 2 Kashmir Street,2,Low,no,,
Honest Management Company,Consultancy,+256741444444,https://wa.me/256741444444,Business management consultant,Kampala,"Olive mall, second floor Naalya Rd",2,Low,no,,
Jimmy lines international limited,Consultancy,+256776706473,https://wa.me/256776706473,Human resource consulting,Kampala,8JVX+H23,2,Low,no,,
Josh Tax & Consulting Services,Consultancy,+256771654553,https://wa.me/256771654553,Tax consultant,Kampala,Ntinda Business Village,2,Low,no,,
Mareal Consultancy,Consultancy,+256788923320,https://wa.me/256788923320,Business management consultant,Kampala,"8JG8+9RH, New Port Bell Rd",2,Low,no,,
MERAVEE CONSULTANTS,Consultancy,+256701531418,https://wa.me/256701531418,Consultant,Jinja,Plot 5 Main St,2,Low,no,,
Mshilla M&B Consultants Ltd,Consultancy,+256772864642,https://wa.me/256772864642,Business management consultant,Gulu,"Q7FX+FHG, Bank Ln",2,Low,no,,
Pamike Engineering Limited,Consultancy,+256778253436,https://wa.me/256778253436,Engineering consultant,Gulu,"Plot 14/16 Hotel Roma Building, Coronation Rd",2,Low,no,,
REU CONSULTANTS LIMITED,Consultancy,+256780852953,https://wa.me/256780852953,Land surveying office,Soroti,Main Street,2,Low,no,,
Spencer Associated Advocates,Consultancy,+256743163737,https://wa.me/256743163737,Law firm,Iganga,Plot 21 Independence Road,2,Low,no,,
CA Consultants,Consultancy,+256701475205,https://wa.me/256701475205,Consultant,Fort Portal,"M7FQ+HC9, Mukasenyi",1,Low,no,,
Douglas Academic Consultancy,Consultancy,+256751800214,https://wa.me/256751800214,Educational consultant,Entebbe,Plot 32 Lunnyo Road,1,Low,no,,
E-Learning Hub Ug,Consultancy,+256752145994,https://wa.me/256752145994,Educational consultant,Jinja,Jinja,1,Low,no,,
Hawk FX,Consultancy,+256752299725,https://wa.me/256752299725,Financial consultant,Mukono,,1,Low,no,,
Ives Advocates,Consultancy,+256702613841,https://wa.me/256702613841,Legal services,Tororo,Plot 39 Upper Bazaar St,1,Low,no,,
Katembeko & Co. Advocates,Consultancy,+256782009502,https://wa.me/256782009502,Legal services,Fort Portal,"Magric Building, Plot 25 Bwamba Rd",1,Low,no,,
KHM INTERNATIONAL CONSULTANTS LIMITED IGANGA,Consultancy,+256759892919,https://wa.me/256759892919,Recruiter,Iganga,Plot 12 School Lane,1,Low,no,,
Maritra,Consultancy,+256783669846,https://wa.me/256783669846,Engineering consultant,Mbarara,"Kyosiga house, Makhansingh street",1,Low,no,,
Mias Civil Engineering and Telecommunication Services,Consultancy,+256772916513,https://wa.me/256772916513,Engineering consultant,Kampala,Jinja rd highway,1,Low,no,,
Mulondo Business Consults,Consultancy,+256786163482,https://wa.me/256786163482,Business management consultant,Jinja,Clive Rd,1,Low,no,,
Nitus solutions Limited,Consultancy,+256704688401,https://wa.me/256704688401,Consultant,Iganga,"Room 2 Nyende building, Iganga Highway",1,Low,no,,
NOBLE RESEARCH & DATA SOLUTIONS,Consultancy,+256781546471,https://wa.me/256781546471,Consultant,Kampala,,1,Low,no,,
Proland Consulting Surveyors,Consultancy,+256774539223,https://wa.me/256774539223,Real estate consultant,Mbarara,"BAM Complex, Plot 7/9, 14B High Street",1,Low,no,,
Ross And Company Consultants Auditors And Accountants,Consultancy,+256772608003,https://wa.me/256772608003,Financial consultant,Lira,"6VRV+88J, Maruzi Rd",1,Low,no,,
SKY TRANS AGENCIES LTD,Consultancy,+256777444452,https://wa.me/256777444452,Engineering consultant,Arua,"2WG8+3F6, Rhino Camp Road",1,Low,no,,
Wathom Consults,Consultancy,+256779510783,https://wa.me/256779510783,Tax consultant,Lira,Rwot Aler Road,1,Low,no,,
WESTNILE Arua-city Events and business consultants,Consultancy,+256775090745,https://wa.me/256775090745,Consultant,Arua,"Cafeteria building, Hospital Rd",1,Low,no,,
YunHill Associates Audit Firm,Consultancy,+256752047914,https://wa.me/256752047914,Auditor,Fort Portal,M75G+76X,1,Low,no,,
AJR Metadata Consultants,Consultancy,+256785320709,https://wa.me/256785320709,Consultant,Tororo,,0,Low,no,,
AL-FATUH CONSULTANTS LIMITED,Consultancy,+256782870902,https://wa.me/256782870902,Human resource consulting,Iganga,53 Main St,0,Low,no,,
Amocat Engineering Solution,Consultancy,+256701355809,https://wa.me/256701355809,Engineering consultant,Mbarara,Nyamitanga Division,0,Low,no,,
AMOR CONNECT CONSULT,Consultancy,+256777485195,https://wa.me/256777485195,Business management consultant,Gulu,"Q7FX+5QC, Aliker",0,Low,no,,
Ariiwa Consults and Company Ltd,Consultancy,+256788739918,https://wa.me/256788739918,Consultant,Arua,"2WC6+RHF, Transport Rd",0,Low,no,,
Benjamin Business Consultancy,Consultancy,+256784997312,https://wa.me/256784997312,Tax consultant,Soroti,Plot 22 Oumo Road,0,Low,no,,
BIJ CONSULTS,Consultancy,+256775157744,https://wa.me/256775157744,Consultant,Lira,Obote Ave,0,Low,no,,
CHARIS EDUCATIONAL SERVICES KAMPALA,Consultancy,+256789641327,https://wa.me/256789641327,Educational consultant,Kampala,Opposite Shell Petrol Station,0,Low,no,,
DAMERO CONSULTANCY LTD,Consultancy,+256773666449,https://wa.me/256773666449,Tax consultant,Lira,Oyite Ojok Lane,0,Low,no,,
David 7 Clinic Mbarara Branch,Consultancy,+256787325894,https://wa.me/256787325894,Health consultant,Mbarara,Mbarara Mahembe Gente,0,Low,no,,
DEROWAH Research and Consultancy Services,Consultancy,+256776125465,https://wa.me/256776125465,Consultant,Gulu,Queens,0,Low,no,,
Driptech Ltd Lira Branch,Consultancy,+256786479400,https://wa.me/256786479400,Engineering consultant,Lira,Obote Ave,0,Low,no,,
Economic tutorials,Consultancy,+256762606116,https://wa.me/256762606116,Educational consultant,Mbarara,Kakoba Kasingyengye line 1,0,Low,no,,
Elevation Consults ltd,Consultancy,+256787578570,https://wa.me/256787578570,Consultant,Soroti,"Plot 9, 12 Kennedy Square",0,Low,no,,
Emma pilado,Consultancy,+256730555960,https://wa.me/256730555960,Consultant,Tororo,,0,Low,no,,
Etovos Consults Limited,Consultancy,+256773906553,https://wa.me/256773906553,Engineering consultant,Arua,Pakwach Road,0,Low,no,,
exodus education services,Consultancy,+256776957503,https://wa.me/256776957503,Educational consultant,Kampala,"Adam street, Kamuli Rd",0,Low,no,,
Flawless Consultants Limited,Consultancy,+256753221177,https://wa.me/256753221177,Consultant,Entebbe,3F27+FFG Joritah gardens,0,Low,no,,
FRINN CONSULTS (U) LTD,Consultancy,+256777608240,https://wa.me/256777608240,Financial audit,Lira,6 Lira - Gulu Rd,0,Low,no,,
Gibson Environmental Solution,Consultancy,+256701330020,https://wa.me/256701330020,Environmental consultant,Iganga,Nakigo Rd,0,Low,no,,
Hygenix enterprise,Consultancy,+256791122002,https://wa.me/256791122002,Educational consultant,Gulu,Goans quarter,0,Low,no,,
I'm Bright brain,Consultancy,+256751993149,https://wa.me/256751993149,Educational consultant,Fort Portal,"M74J+FFF, Mugurusi Rd",0,Low,no,,
Jacob,Consultancy,+256769036725,https://wa.me/256769036725,Engineering consultant,Lira,Lira - Soroti Rd,0,Low,no,,
KAIKEDE ASSOCIATES,Consultancy,+256778875248,https://wa.me/256778875248,Legal services,Tororo,"1st Floor Shopping Mall, G3 Market Street",0,Low,no,,
Kastomking Consultancy (U) Ltd,Consultancy,+256772588207,https://wa.me/256772588207,Business management consultant,Gulu,"Q7CQ+X68, Juba Road",0,Low,no,,
Kireka charity foundation,Consultancy,+256782292389,https://wa.me/256782292389,Business management consultant,Tororo,Tororo district,0,Low,no,,
kotvin technologies ltd,Consultancy,+256704881333,https://wa.me/256704881333,Liquidator,Tororo,M5HP+7JW,0,Low,no,,
LO Consultancy,Consultancy,+256770567291,https://wa.me/256770567291,Educational consultant,Lira,Obote Avenue,0,Low,no,,
M-tech Consults,Consultancy,+256772605057,https://wa.me/256772605057,Consultant,Entebbe,,0,Low,no,,
Mukose eric,Consultancy,+256754078898,https://wa.me/256754078898,Engineering consultant,Iganga,"JF8H+62W, Old Market St",0,Low,no,,
Mutual Engineering and Logistics,Consultancy,+256777065343,https://wa.me/256777065343,Engineering consultant,Mukono,Muyiga St,0,Low,no,,
Northern Uganda Statistical Consultants Nu-Stac,Consultancy,+256704349005,https://wa.me/256704349005,Consultant,Lira,Lira District Chambers,0,Low,no,,
Ocaya alex Business consultant,Consultancy,+256701043966,https://wa.me/256701043966,Business management consultant,Lira,Boroboro,0,Low,no,,
OgwAshi Uganda Limited,Consultancy,+256777855811,https://wa.me/256777855811,Tax consultant,Tororo,Hillary Rd,0,Low,no,,
Onyal Consults ltd,Consultancy,+256752509844,https://wa.me/256752509844,Consultant,Soroti,"PJ62+HP8, Ajena Rd",0,Low,no,,
Phenma Ventures Company Limited,Consultancy,+256754227534,https://wa.me/256754227534,Consultant,Iganga,Opp Iganga Municipal Council,0,Low,no,,
Qecl,Consultancy,+256772999346,https://wa.me/256772999346,Consultant,Soroti,Plot 9 Old Mbale Rd,0,Low,no,,
Quest consultants international Ltd,Consultancy,+256772258654,https://wa.me/256772258654,Consultant,Iganga,,0,Low,no,,
RELATIVITY CONSULTANCY,Consultancy,+256779654654,https://wa.me/256779654654,Economic consultant,Arua,Ediofe Rd,0,Low,no,,
RichConsult.com,Consultancy,+256782591869,https://wa.me/256782591869,Consultant,Fort Portal,,0,Low,no,,
SARLAN EDUCATION AND RESEARCH SERVICES CO LTD,Consultancy,+256776428589,https://wa.me/256776428589,Educational consultant,Fort Portal,Plot 10 Buga Road,0,Low,no,,
Shon engineering consultant and contractors limited,Consultancy,+256767373243,https://wa.me/256767373243,Engineering consultant,Jinja,,0,Low,no,,
SKYRICH M.R ASSOCIATES,Consultancy,+256781384002,https://wa.me/256781384002,Tax consultant,Kampala,"Kireka trading center, Mamerito building",0,Low,no,,
Star Consultants Limited,Consultancy,+256785452307,https://wa.me/256785452307,Consultant,Jinja,Nile Ave,0,Low,no,,
Stavat Engineering consults (SEC),Consultancy,+256788125038,https://wa.me/256788125038,Engineering consultant,Kampala,Kabaka Rd,0,Low,no,,
Sua Consults,Consultancy,+256772577018,https://wa.me/256772577018,Consultant,Mbarara,,0,Low,no,,
Vartex technical services (u) Ltd,Consultancy,+256777622201,https://wa.me/256777622201,Engineering consultant,Arua,Omgbokolo park,0,Low,no,,
VERITAS PUBLIC ADVISORY,Consultancy,+256782806242,https://wa.me/256782806242,Business management consultant,Entebbe,"Katabi Town Council, Kitala",0,Low,no,,
White Horn Consults,Consultancy,+256701354461,https://wa.me/256701354461,Consultant,Gulu,Gulu - Patiko Rd,0,Low,no,,
