Name,Segment,Phone,WhatsApp,Category,SearchArea,Address,Reviews,Priority,HasWebsiteOnMaps,Status,Notes
HOPE P'LACEL INV LTD,Electrical,+256771602137,https://wa.me/256771602137,Electrical installation service,Gulu,Kampala - Gulu Hwy,2,Low,no,Not contacted,
Energy first Electro Centre,Electrical,+256787184512,https://wa.me/256787184512,Electrical installation service,Mbarara,Rubindi Mbarara-Ibanda Road,2,Low,no,Not contacted,
KK Electrical Centre,Electrical,+256772479968,https://wa.me/256772479968,Electrical supply store,Fort Portal,M73F+85J,2,Low,no,Not contacted,
MOSE ELECTRICAL SOLUTION,Electrical,+256760411845,https://wa.me/256760411845,Electrician,Iganga,,2,Low,no,Not contacted,
Giron Electrical Contractors Ltd,Electrical,+256740371215,https://wa.me/256740371215,Electrical installation service,Kampala,Gayaza Road,1,Low,no,Not contacted,
Mog electrical solutions ltd,Electrical,+256705707672,https://wa.me/256705707672,Electrical installation service,Kampala,,1,Low,no,Not contacted,
Ssenkooto John Paul,Electrical,+256774488717,https://wa.me/256774488717,Electrician,Entebbe,Entebbe Road,1,Low,no,Not contacted,
Mr Fix,Electrical,+256700478597,https://wa.me/256700478597,Repair service,Entebbe,3GW4+2P,1,Low,no,Not contacted,
Beny Quality Electricals,Electrical,+256750629181,https://wa.me/256750629181,Electrician,Jinja,,1,Low,no,Not contacted,
MUHAMMED K THE POWER GUYS ELECTRICAL ENGINEERING,Electrical,+256701732176,https://wa.me/256701732176,Electrician,Mukono,Kiwanga Rd,1,Low,no,Not contacted,
MUTAKI de ELECTRICIAN,Electrical,+256770894662,https://wa.me/256770894662,Electrician,Mukono,,1,Low,no,Not contacted,
MASOB D&S ENGINEERING SOLUTIONS,Electrical,+256761192454,https://wa.me/256761192454,Electrical installation service,Gulu,Tom lalobo road,1,Low,no,Not contacted,
St. Pio Electrical Centre Gulu,Electrical,+256752329753,https://wa.me/256752329753,Electrical supply store,Gulu,Plot 84 Acholi Rd,1,Low,no,Not contacted,
ENERGIES FOR BUILDING COMMUNITIES,Electrical,+256764156945,https://wa.me/256764156945,Electrical installation service,Mbarara,Kampala Road,1,Low,no,Not contacted,
Hakeem technologies Koranorya,Electrical,+256788465472,https://wa.me/256788465472,Electrical installation service,Mbarara,9MV3+6W7,1,Low,no,Not contacted,
Bentech Electrical services,Electrical,+256777755409,https://wa.me/256777755409,Electrical installation service,Arua,"2W8J+5W9, Adrale close",1,Low,no,Not contacted,
Power Primes Electrical Engineering solutions,Electrical,+256772462824,https://wa.me/256772462824,Electrical engineer,Arua,Arua Jiako,1,Low,no,Not contacted,
5 star electrical enterprises,Electrical,+256781365733,https://wa.me/256781365733,Electrical supply store,Arua,Opposite Arua main market,1,Low,no,Not contacted,
DS ELECTRICAL SERVICES,Electrical,+256779272937,https://wa.me/256779272937,Electrical engineer,Arua,Owiny Dollo street,1,Low,no,Not contacted,
Riya rahi ent. Electrical supply shop,Electrical,+256775426634,https://wa.me/256775426634,Electrical supply store,Lira,plot 42 Lira - Soroti Rd,1,Low,no,Not contacted,
AUTOTECH ELECTRICALS,Electrical,+256784895333,https://wa.me/256784895333,Electrical installation service,Tororo,"P633+FRV, Kapenya Road",1,Low,no,Not contacted,
AYJ POWER SERVICES BUSIA LIMITED,Electrical,+256781779920,https://wa.me/256781779920,Electrical installation service,Tororo,Mawero,1,Low,no,Not contacted,
Triple 2 electrical,Electrical,+256778434853,https://wa.me/256778434853,Electrical installation service,Kampala,"8JRW+386, Kabaka Rd",0,Low,no,Not contacted,
JS electric solutions,Electrical,+256703646951,https://wa.me/256703646951,Electrical installation service,Kampala,"Heardline, Kinawataka rd",0,Low,no,Not contacted,
Modern installations electrical contractors ltd,Electrical,+256752973373,https://wa.me/256752973373,Electrical contractor,Kampala,,0,Low,no,Not contacted,
Electrical Technician,Electrical,+256783133796,https://wa.me/256783133796,Electrician,Entebbe,Abayita ababili,0,Low,no,Not contacted,
Rwenz Brothers Development Company,Electrical,+256758052635,https://wa.me/256758052635,Electrician,Entebbe,3F6F+F5W,0,Low,no,Not contacted,
DE'SERA ENGINEERING SERVICES LIMITED,Electrical,+256751859571,https://wa.me/256751859571,Electrical engineer,Entebbe,,0,Low,no,Not contacted,
MWESIGWA TECHNOLOGIES LTD,Electrical,+256745452405,https://wa.me/256745452405,Electrician,Jinja,Bugembe,0,Low,no,Not contacted,
Lamm Electrical and Electronics services,Electrical,+256702063570,https://wa.me/256702063570,Electrician,Jinja,,0,Low,no,Not contacted,
dm electrical services,Electrical,+256784741424,https://wa.me/256784741424,Electrician,Jinja,"C6H7+V6F, Clive Rd",0,Low,no,Not contacted,
Bright and power electrical engineering,Electrical,+256745969543,https://wa.me/256745969543,Electrical installation service,Jinja,"wanyange, Old Kakira Rd",0,Low,no,Not contacted,
W.T.S Technical services solar tech,Electrical,+256754331053,https://wa.me/256754331053,Electrician,Jinja,Kikondo landing site,0,Low,no,Not contacted,
PRO-WELD,Electrical,+256755048642,https://wa.me/256755048642,Electrician,Jinja,Plot 8 kyalya kanobe,0,Low,no,Not contacted,
PLANNED HUSTLER,Electrical,+256707313355,https://wa.me/256707313355,Electrician,Mukono,,0,Low,no,Not contacted,
Power Electrical Engineers,Electrical,+256758667919,https://wa.me/256758667919,Electrician,Mukono,,0,Low,no,Not contacted,
AF Electricals,Electrical,+256754995566,https://wa.me/256754995566,Electrician,Mukono,9MGP+3M,0,Low,no,Not contacted,
BL4CK ELECTRONICS,Electrical,+256740838099,https://wa.me/256740838099,Electrician,Mukono,,0,Low,no,Not contacted,
RICH PHONE SERVICE CENTRE,Electrical,+256760899292,https://wa.me/256760899292,Repair service,Mukono,,0,Low,no,Not contacted,
Gene Seed Enterprises Gulu Electrical,Electrical,+256780869624,https://wa.me/256780869624,Electrical installation service,Gulu,Jomo Kenyatta Rd,0,Low,no,Not contacted,
G pop electronics,Electrical,+256771627428,https://wa.me/256771627428,Electrician,Gulu,Gulu - Kitgum Rd,0,Low,no,Not contacted,
LIBES ELECTRICAL,Electrical,+256785046768,https://wa.me/256785046768,Electrical installation service,Gulu,Q843+66V,0,Low,no,Not contacted,
Laliya Electrical Technical Services,Electrical,+256789158551,https://wa.me/256789158551,Electrical engineer,Gulu,R74J+6Q3,0,Low,no,Not contacted,
ROBERT AND SONS ELECTRICAL SERVICES GULU,Electrical,+256785584684,https://wa.me/256785584684,Engineer,Gulu,Gulu - Kitgum Rd,0,Low,no,Not contacted,
N&B electricals,Electrical,+256785965497,https://wa.me/256785965497,Electrical installation service,Mbarara,9MV7+9C3,0,Low,no,Not contacted,
Ruti electrical engineering services,Electrical,+256745115010,https://wa.me/256745115010,Electrical installation service,Mbarara,9J8C+V27,0,Low,no,Not contacted,
AKB electrical engineering solutions,Electrical,+256703184537,https://wa.me/256703184537,Electrical engineer,Mbarara,Bishop Willis Rd,0,Low,no,Not contacted,
Rk electrical and satellite services,Electrical,+256705536799,https://wa.me/256705536799,Electrician,Mbarara,,0,Low,no,Not contacted,
GY ELECTRICAL SERVICES,Electrical,+256759825361,https://wa.me/256759825361,Electrical engineer,Mbarara,Bucunku Road,0,Low,no,Not contacted,
BLUE RISE(U) LTD,Electrical,+256784011333,https://wa.me/256784011333,Electrician,Mbarara,,0,Low,no,Not contacted,
Prime Electrical,Electrical,+256781880511,https://wa.me/256781880511,Electrical engineer,Fort Portal,Kahungabunyonyi,0,Low,no,Not contacted,
Fortlights,Electrical,+256758518047,https://wa.me/256758518047,Electrician,Fort Portal,Kahunga Bunyonyi,0,Low,no,Not contacted,
Alphine electronics kabundaire,Electrical,+256783087156,https://wa.me/256783087156,Electrician,Fort Portal,"M74G+WGX, Kabundaire Rd",0,Low,no,Not contacted,
Fortpower Electricals U ltd,Electrical,+256787172153,https://wa.me/256787172153,Electrical installation service,Fort Portal,Bwamba Rd,0,Low,no,Not contacted,
Electrap Electricals Services,Electrical,+256703033169,https://wa.me/256703033169,Engineering consultant,Fort Portal,"Sts. Paul, Harukooto",0,Low,no,Not contacted,
ONE MIC TECHNICIAN DJ,Electrical,+256776276670,https://wa.me/256776276670,Electrician,Fort Portal,Futi Butangwa,0,Low,no,Not contacted,
MJona electricals,Electrical,+256779330669,https://wa.me/256779330669,Electrical installation service,Arua,"Wadriff road, Hospital Rd",0,Low,no,Not contacted,
Mari Electrical Contractors Limited,Electrical,+256781361740,https://wa.me/256781361740,Electrical engineer,Arua,Awindiri Arua Kampala Highway,0,Low,no,Not contacted,
MASTER SIMON'S WAY (MSW),Electrical,+256775464159,https://wa.me/256775464159,Electrician,Arua,Arua City,0,Low,no,Not contacted,
Remal Consults Limited,Electrical,+256776035743,https://wa.me/256776035743,Electrician,Arua,,0,Low,no,Not contacted,
Gridline Electrical Service & supply Ltd,Electrical,+256788253636,https://wa.me/256788253636,Electrical installation service,Lira,Oyite Ojok Lane,0,Low,no,Not contacted,
Maralink power solutions,Electrical,+256777313156,https://wa.me/256777313156,Electrical installation service,Lira,Rwot Aler Road,0,Low,no,Not contacted,
El Roi Electrical,Electrical,+256776105168,https://wa.me/256776105168,Electrician,Lira,,0,Low,no,Not contacted,
Kitty Electrical services,Electrical,+256780245988,https://wa.me/256780245988,Electrical installation service,Lira,7V4W+7FH,0,Low,no,Not contacted,
Kwoyelo's @,Electrical,+256780778209,https://wa.me/256780778209,Electrician,Lira,Imat Katherina rd,0,Low,no,Not contacted,
Dream electrical uganda,Electrical,+256777187165,https://wa.me/256777187165,Electrical supply store,Lira,,0,Low,no,Not contacted,
Oyite Ojok Lane Electrical,Electrical,+256775222978,https://wa.me/256775222978,Electrical installation service,Lira,6VQR+5C7,0,Low,no,Not contacted,
Mukembo Meddie,Electrical,+256756209142,https://wa.me/256756209142,Electrician,Iganga,Saza Rd,0,Low,no,Not contacted,
Grantkakix electric engineer,Electrical,+256747117917,https://wa.me/256747117917,Electrical engineer,Iganga,Jinja-Tororo Rd,0,Low,no,Not contacted,
Juraij Company Limited,Electrical,+256754448075,https://wa.me/256754448075,Electrical installation service,Iganga,"Plot 85, Ngobi Road",0,Low,no,Not contacted,
Ict & electricity masters Iganga,Electrical,+256760615750,https://wa.me/256760615750,Electrician,Iganga,,0,Low,no,Not contacted,
DAGO ELECTRICAL CO,Electrical,+256773406618,https://wa.me/256773406618,Electrician,Soroti,,0,Low,no,Not contacted,
JOBSYTE ELECTRICALS,Electrical,+256761222280,https://wa.me/256761222280,Electrician,Soroti,"Plot 31 Gweri, Ecwou Road",0,Low,no,Not contacted,
OGUTH ENTERPRISES,Electrical,+256764509399,https://wa.me/256764509399,Electrical installation service,Soroti,PJ87+X69,0,Low,no,Not contacted,
Lexsons electrical and general service limited,Electrical,+256755622246,https://wa.me/256755622246,Engineer,Soroti,"market, Campswahili",0,Low,no,Not contacted,
KALAZO ELECTRICAL SERVICES,Electrical,+256775855990,https://wa.me/256775855990,Electrical engineer,Kampala,"Buyinja zone, Namugongo Road",10,Medium,yes,Not contacted,
Pandora Digital Smart Meters,Electrical,+256700366742,https://wa.me/256700366742,Electrical installation service,Mbarara,Pandora Meters House,10,Medium,yes,Not contacted,
UEDCL MBARARA OFFICE,Electrical,+256772285285,https://wa.me/256772285285,Electric utility company,Mbarara,,10,Medium,yes,Not contacted,
Ismail Wiring,Electrical,+256751671067,https://wa.me/256751671067,Electric utility company,Arua,Drivers Corner,8,Medium,yes,Not contacted,
GODELECTRICS Uganda,Electrical,+256764945784,https://wa.me/256764945784,Electrician,Kampala,,3,Low,yes,Not contacted,
IMEXOLUTIONS UGANDA LTD,Electrical,+256745629205,https://wa.me/256745629205,Electrical installation service,Mukono,Namanve,2,Low,yes,Not contacted,
Madhav Energy Uganda Limited,Electrical,+256748182904,https://wa.me/256748182904,Power plant consultant,Mukono,"Namanve Industrial Park, Sonde Rd",2,Low,yes,Not contacted,
Electricitas DaVinci,Electrical,+256708794806,https://wa.me/256708794806,Electrical installation service,Entebbe,"Kitala, Broadway",1,Low,yes,Not contacted,
Phase Electricals,Electrical,+256700214401,https://wa.me/256700214401,Electrical engineer,Mbarara,Bishop Willis Rd,1,Low,yes,Not contacted,
STEPHLINE ELECTRICALS,Electrical,+256777113663,https://wa.me/256777113663,Electrician,Entebbe,,0,Low,yes,Not contacted,
Ron electrical service gulu,Electrical,+256778801010,https://wa.me/256778801010,Electrical engineer,Gulu,"Layibi railway crossing, Kampala - Gulu Hwy",0,Low,yes,Not contacted,
CCK POWER SOLUTIONS,Electrical,+256778563252,https://wa.me/256778563252,Electrical installation service,Mbarara,Mbarara - Masaka Rd,0,Low,yes,Not contacted,
X-pat electricals,Electrical,+256781075187,https://wa.me/256781075187,Electrical installation service,Mbarara,9MX2+VFR,0,Low,yes,Not contacted,
SAGA ELECTRICAL AND POWER LINES SOLUTIONS,Electrical,+256790326281,https://wa.me/256790326281,Electrician,Fort Portal,Kahungabunyonyi,0,Low,yes,Not contacted,
DESTINY POWER CONSULT,Electrical,+256789384285,https://wa.me/256789384285,Electrical installation service,Lira,Maruzi Road,0,Low,yes,Not contacted,
Bugabwe electronics,Electrical,+256755684538,https://wa.me/256755684538,Electrician,Iganga,Mayuge Road,0,Low,yes,Not contacted,
New Navin Enterprises Ltd.,Plumbing,+256772422775,https://wa.me/256772422775,Hardware store,Mbarara,"9MV6+RGJ, Makhan singh street",22,High,no,Not contacted,
Apollo Hardware,Plumbing,+256702195642,https://wa.me/256702195642,Hardware store,Jinja,"C6H7+P4J, Oboja Rd",20,High,no,Not contacted,
Genius plumbing services and contractors,Plumbing,+256754351876,https://wa.me/256754351876,Plumber,Kampala,Bawalakata Rd,19,Medium,no,Not contacted,
L.A house of plumbing,Plumbing,+256789097468,https://wa.me/256789097468,Plumber,Entebbe,,17,Medium,no,Not contacted,
Lonas engineering works (U) ltd,Plumbing,+256770582617,https://wa.me/256770582617,Construction company,Jinja,"Busoga house, Main St",17,Medium,no,Not contacted,
Patwin plumbing solutions co.Ltd,Plumbing,+256757228801,https://wa.me/256757228801,Plumber,Kampala,near bahai temple,13,Medium,no,Not contacted,
Barya Hardware,Plumbing,+256701530793,https://wa.me/256701530793,Hardware store,Mbarara,9MX7+288,13,Medium,no,Not contacted,
WAMPAMBA MODERN PLUMBERS,Plumbing,+256776616997,https://wa.me/256776616997,Plumber,Kampala,,7,Medium,no,Not contacted,
Klean plumbers Kampala Ug,Plumbing,+256701748090,https://wa.me/256701748090,Plumber,Kampala,,6,Medium,no,Not contacted,
SJ CONSTRUCTIONS COMPANY LTD,Plumbing,+256701984034,https://wa.me/256701984034,Construction company,Entebbe,mayors gardens,6,Medium,no,Not contacted,
STRUFIX CONTRACTORS (U) LTD,Plumbing,+256777702745,https://wa.me/256777702745,Construction company,Soroti,"Plot 8, Akisim Road",6,Medium,no,Not contacted,
Jemo Solutions Plumbing Store,Plumbing,+256787577983,https://wa.me/256787577983,Hardware store,Soroti,Market Ln,6,Medium,no,Not contacted,
BAWA PLUMBING SOLUTIONS JINJA CITY UGANDA,Plumbing,+256701035384,https://wa.me/256701035384,Plumber,Jinja,"Central Market, Alidina Rd",5,Medium,no,Not contacted,
TIM PLUMBERS,Plumbing,+256706775233,https://wa.me/256706775233,Plumber,Jinja,Entebbe road Kawuku-nakawuka road,5,Medium,no,Not contacted,
God's plan plumbing shop,Plumbing,+256781078628,https://wa.me/256781078628,Plumbing supply store,Mbarara,,5,Medium,no,Not contacted,
Ave Maria Hardware,Plumbing,+256785737081,https://wa.me/256785737081,Plumbing supply store,Fort Portal,Kahiju Fort Portal,5,Medium,no,Not contacted,
AVAILABLE PLUMBERS UG,Plumbing,+256726050233,https://wa.me/256726050233,Plumber,Jinja,,4,Low,no,Not contacted,
BUM PLUMBING AND WATER SYSTEMS COMPANY (U) LTD,Plumbing,+256706750821,https://wa.me/256706750821,Corporate office,Jinja,Pilkington Rd,4,Low,no,Not contacted,
H & RAY PLUMBING CENTER,Plumbing,+256777106906,https://wa.me/256777106906,Hardware store,Fort Portal,mukitembe Road,4,Low,no,Not contacted,
Ozarks Engineering Ltd,Plumbing,+256780947075,https://wa.me/256780947075,General contractor,Kampala,Kavulu Cl,3,Low,no,Not contacted,
Geem Plumbing solutions,Plumbing,+256703644825,https://wa.me/256703644825,Plumber,Kampala,Ebenezer Cl,3,Low,no,Not contacted,
MUHOOLI PLUMBING SERVICES,Plumbing,+256708899021,https://wa.me/256708899021,Plumber,Kampala,Sentema Rd,3,Low,no,Not contacted,
KANDE SENIOR PLUMBERS,Plumbing,+256752679920,https://wa.me/256752679920,Plumber,Entebbe,2FX7+6F8,3,Low,no,Not contacted,
Biodigester Kings Uganda,Plumbing,+256757870378,https://wa.me/256757870378,Construction company,Entebbe,Kasenyi Road,3,Low,no,Not contacted,
Bum Plumbing And Home Water Systems Co. (U) ltd,Plumbing,+256706032860,https://wa.me/256706032860,Water works,Jinja,8HXM+22M,3,Low,no,Not contacted,
JK NAPOLEON PLUMBING SOLUTIONS,Plumbing,+256741856326,https://wa.me/256741856326,Plumbing supply store,Jinja,Market Square Rd,3,Low,no,Not contacted,
Master Plumbers,Plumbing,+256702446870,https://wa.me/256702446870,Plumber,Jinja,Namasuba Entebbe rd,3,Low,no,Not contacted,
Cw plumbing services,Plumbing,+256787020621,https://wa.me/256787020621,Plumbing supply store,Kampala,bukasa zone,2,Low,no,Not contacted,
LOBE BUILDER'S POINT LIMITED (HARDWARE SHOP),Plumbing,+256759234998,https://wa.me/256759234998,Plumber,Kampala,Kamuli Rd,2,Low,no,Not contacted,
K51 plumbing solutions,Plumbing,+256755107451,https://wa.me/256755107451,Plumber,Kampala,Luwum St,2,Low,no,Not contacted,
V& S Plumbers,Plumbing,+256750485062,https://wa.me/256750485062,Plumber,Kampala,1800 Namilyango Rd,2,Low,no,Not contacted,
NXT CONSTRUCTION COMPANY,Plumbing,+256786768872,https://wa.me/256786768872,Construction company,Entebbe,Bunono,2,Low,no,Not contacted,
Smart plumbers and water solution ltd,Plumbing,+256751474537,https://wa.me/256751474537,Plumber,Jinja,NDEJJE LUFUKA,2,Low,no,Not contacted,
Zimshafpy plumber,Plumbing,+256701147495,https://wa.me/256701147495,Plumber,Jinja,,2,Low,no,Not contacted,
WATERPOL PLUMBING SERVICES LTD,Plumbing,+256753884041,https://wa.me/256753884041,Plumbing supply store,Jinja,Nabugabo Road,2,Low,no,Not contacted,
Five Star Plumbers Limited,Plumbing,+256778500575,https://wa.me/256778500575,Irrigation equipment supplier,Jinja,"Penn Station, 7th street",2,Low,no,Not contacted,
Drainage Cleaning Plumbers Kampala,Plumbing,+256702869147,https://wa.me/256702869147,Training center,Jinja,Kampala Rd,2,Low,no,Not contacted,
Plumbing World Kiteezi,Plumbing,+256757788413,https://wa.me/256757788413,Plumber,Jinja,,2,Low,no,Not contacted,
RAYMON PLUMBING CONTRACTORS,Plumbing,+256702687033,https://wa.me/256702687033,Water works,Mbarara,Mbarara and country wide,2,Low,no,Not contacted,
Gestic Technical Services/Plumbers {GTS},Plumbing,+256703175061,https://wa.me/256703175061,Plumber,Mbarara,,2,Low,no,Not contacted,
Wilbert Hardware And Interior Designers,Plumbing,+256778304640,https://wa.me/256778304640,Hardware store,Mbarara,Cleveland road Mbarara City North,2,Low,no,Not contacted,
Plaza Plumbing Suppliers Ltd (Fortportal),Plumbing,+256759771784,https://wa.me/256759771784,Building materials supplier,Fort Portal,Bwamba Rd,2,Low,no,Not contacted,
Cosmopolitan Engineering Services Limited,Plumbing,+256777555448,https://wa.me/256777555448,Construction company,Arua,Plot 12,2,Low,no,Not contacted,
Apex proficient plumbing and irregation services,Plumbing,+256702291176,https://wa.me/256702291176,Appliance parts supplier,Kampala,"office road, Bweyogere kiringa @ wakiso, Kito LC 1 Rd",1,Low,no,Not contacted,
Kyeyune Plumbing Hardware,Plumbing,+256783064507,https://wa.me/256783064507,Plumber,Kampala,,1,Low,no,Not contacted,
STS WATER SOLUTIONS,Plumbing,+256702892059,https://wa.me/256702892059,Plumber,Kampala,,1,Low,no,Not contacted,
Surefix Plumbers ug,Plumbing,+256789855237,https://wa.me/256789855237,Plumber,Kampala,Bulabira Rd,1,Low,no,Not contacted,
KASIM PLUMBING SERVICES LTD,Plumbing,+256756256495,https://wa.me/256756256495,Plumber,Kampala,KIWANGA,1,Low,no,Not contacted,
JJ PLUMBING SERVICES,Plumbing,+256708400706,https://wa.me/256708400706,Plumber,Kampala,,1,Low,no,Not contacted,
IDEAL PLUMBERS CO LTD,Plumbing,+256755284850,https://wa.me/256755284850,Plumber,Kampala,Kasangati Road Near Kira Roundabout,1,Low,no,Not contacted,
Mahad Plumbing Services,Plumbing,+256703434980,https://wa.me/256703434980,Plumbing supply store,Kampala,Jambula,1,Low,no,Not contacted,
Steamfitterplumbers co.ltd,Plumbing,+256756872100,https://wa.me/256756872100,Plumber,Kampala,kitunzi,1,Low,no,Not contacted,
"Kiasan Tech & Plumbing ""U"" Ltd",Plumbing,+256701913438,https://wa.me/256701913438,Plumber,Kampala,"opposite vivo energies, Eighth St",1,Low,no,Not contacted,
H2O plumbers.ug,Plumbing,+256744532297,https://wa.me/256744532297,Plumber,Kampala,kitunzi,1,Low,no,Not contacted,
JAMES PLUMBERS,Plumbing,+256700915478,https://wa.me/256700915478,Plumbing supply store,Kampala,Kikajjo Rd,1,Low,no,Not contacted,
Alemaant investments ltd,Plumbing,+256757714864,https://wa.me/256757714864,General contractor,Jinja,Cathedral road Bugembe,1,Low,no,Not contacted,
Induct Amptech Limited,Plumbing,+256753863490,https://wa.me/256753863490,Construction company,Jinja,Main St,1,Low,no,Not contacted,
Omillan multi- services ltd,Plumbing,+256706089000,https://wa.me/256706089000,Construction company,Jinja,Gokhale Rd,1,Low,no,Not contacted,
Kamuli Sustainable Energy Company Limited (KASECO),Plumbing,+256787239052,https://wa.me/256787239052,Plumber,Jinja,,1,Low,no,Not contacted,
William Plumbing Corner,Plumbing,+256776352307,https://wa.me/256776352307,Plumbing supply store,Jinja,Kampala Trade Center Building,1,Low,no,Not contacted,
Willis plumbing solutions,Plumbing,+256787882779,https://wa.me/256787882779,Plumber,Jinja,Bugema,1,Low,no,Not contacted,
Mahi Plumbing Suppliers Ltd,Plumbing,+256709163159,https://wa.me/256709163159,Hardware store,Jinja,14a Kibira Rd,1,Low,no,Not contacted,
Painter's and Plumber's world,Plumbing,+256772864949,https://wa.me/256772864949,Home builder,Jinja,8G9R+3P6,1,Low,no,Not contacted,
Capital Plumbers U Ltd,Plumbing,+256752891167,https://wa.me/256752891167,Plumber,Jinja,Mawanda Road Kamwokya,1,Low,no,Not contacted,
MAMERI WILS ENGINEERING LTD,Plumbing,+256776829918,https://wa.me/256776829918,Construction company,Gulu,Q7FQ+P7,1,Low,no,Not contacted,
Twoplex Design and Construction Ltd,Plumbing,+256789613991,https://wa.me/256789613991,Construction company,Gulu,,1,Low,no,Not contacted,
Mini Price Interiors,Plumbing,+256747578338,https://wa.me/256747578338,Plumbing supply store,Mbarara,Mackansigh St,1,Low,no,Not contacted,
Crew engineering services ltd,Plumbing,+256702590747,https://wa.me/256702590747,Plumber,Mbarara,,1,Low,no,Not contacted,
Cream General and Technical Services Ltd.,Plumbing,+256779549211,https://wa.me/256779549211,Construction company,Mbarara,"Plot 49, Kitunzi, Kakyeka Rd",1,Low,no,Not contacted,
Mugish Art Point Services,Plumbing,+256782537418,https://wa.me/256782537418,Construction company,Arua,Rhino Camp Rd,1,Low,no,Not contacted,
Flux engineering and technical services,Plumbing,+256751835670,https://wa.me/256751835670,Plumber,Mukono,Mukono,1,Low,no,Not contacted,
OM GENERAL HARDWARE LTD,Plumbing,+256706292920,https://wa.me/256706292920,Plumbing supply store,Mukono,Namanve Industrial Park,1,Low,no,Not contacted,
MIAH PLUMBING SERVICES,Plumbing,+256785410042,https://wa.me/256785410042,Plumber,Kampala,,0,Low,no,Not contacted,
Ngobya Technical Services,Plumbing,+256702324327,https://wa.me/256702324327,Plumber,Kampala,Kireka Kampala,0,Low,no,Not contacted,
Joseph plumbing and tiling solutions,Plumbing,+256780587031,https://wa.me/256780587031,Plumber,Kampala,Kakajjo,0,Low,no,Not contacted,
Timo plumbing services,Plumbing,+256703833469,https://wa.me/256703833469,Construction company,Kampala,bombay Kirinya-Bukasa Road,0,Low,no,Not contacted,
MatovuFrank,Plumbing,+256756984300,https://wa.me/256756984300,Plumber,Kampala,,0,Low,no,Not contacted,
Wap plumbing services,Plumbing,+256755384347,https://wa.me/256755384347,Plumbing supply store,Kampala,Old Butabika Rd,0,Low,no,Not contacted,
Brizzy plumbing company,Plumbing,+256757195824,https://wa.me/256757195824,Plumber,Kampala,,0,Low,no,Not contacted,
Atuhwere Plumbers Ltd,Plumbing,+256789557576,https://wa.me/256789557576,Plumber,Kampala,,0,Low,no,Not contacted,
Loyal plumbers Entebbe in,Plumbing,+256760385384,https://wa.me/256760385384,Plumber,Entebbe,Kampla Entebbe,0,Low,no,Not contacted,
JIMTEX MASTER PLUMBERS & BIO DIGESTER ENTEBBE,Plumbing,+256756034059,https://wa.me/256756034059,Plumber,Entebbe,Kabale Road,0,Low,no,Not contacted,
M & N PLUMBERS,Plumbing,+256706815515,https://wa.me/256706815515,Plumber,Entebbe,0000,0,Low,no,Not contacted,
Chap city plumbing solutions,Plumbing,+256756293282,https://wa.me/256756293282,Plumber,Entebbe,Lunnyo,0,Low,no,Not contacted,
Jvt expert plumbers,Plumbing,+256746314996,https://wa.me/256746314996,Engineering consultant,Entebbe,3F6F+X4W,0,Low,no,Not contacted,
SmartLink infrastructure and utilities,Plumbing,+256766051267,https://wa.me/256766051267,Plumber,Entebbe,Lulongo buwaya Katabi,0,Low,no,Not contacted,
Patrick plumbing solutions,Plumbing,+256703648473,https://wa.me/256703648473,Plumbing supply store,Entebbe,Busambaga Rd,0,Low,no,Not contacted,
Plop Plumbing Services,Plumbing,+256708137223,https://wa.me/256708137223,Plumber,Entebbe,,0,Low,no,Not contacted,
ARTEMIS WORKS UG LTD,Plumbing,+256772504301,https://wa.me/256772504301,Plumbing supply store,Entebbe,,0,Low,no,Not contacted,
MJ CONSTRUCTION COMPANY,Plumbing,+256756639088,https://wa.me/256756639088,Construction company,Entebbe,Nkumba,0,Low,no,Not contacted,
Ssenyonyi Graceline Construction Ltd,Plumbing,+256751500791,https://wa.me/256751500791,Construction company,Entebbe,Entebbe Division B,0,Low,no,Not contacted,
Misanvu Constructions & Works,Plumbing,+256759377292,https://wa.me/256759377292,Plumber,Entebbe,,0,Low,no,Not contacted,
Smith Construction Consultancy Agency,Plumbing,+256700304212,https://wa.me/256700304212,Construction company,Entebbe,"Nkumba, Kasenyi Road",0,Low,no,Not contacted,
KAREVER PLUMBERS,Plumbing,+256752176664,https://wa.me/256752176664,Plumbing supply store,Entebbe,Bwerenga Rd,0,Low,no,Not contacted,
Jab Concepts Ltd,Plumbing,+256772054064,https://wa.me/256772054064,Construction company,Entebbe,Kampala Road,0,Low,no,Not contacted,
Tile fixers Entebbe,Plumbing,+256755022242,https://wa.me/256755022242,Plumber,Entebbe,,0,Low,no,Not contacted,
Ssozi construction and plumbing company ltd,Plumbing,+256789161721,https://wa.me/256789161721,Construction company,Entebbe,Kawuku Entebbe road,0,Low,no,Not contacted,
LUKANGA PLUMBING SERVICES,Plumbing,+256703414494,https://wa.me/256703414494,Plumber,Entebbe,Entebbe Rd - Kawuku - Nakawuka Rd,0,Low,no,Not contacted,
Trust plumbing service center,Plumbing,+256705719437,https://wa.me/256705719437,Hardware store,Jinja,"Jinja, Iganga, Kaliro",0,Low,no,Not contacted,
Tonka Construction Company Limited,Plumbing,+256752501512,https://wa.me/256752501512,Construction company,Jinja,"C6M7+R28, Main St",0,Low,no,Not contacted,
UgaFIX,Plumbing,+256756355785,https://wa.me/256756355785,Plumber,Jinja,,0,Low,no,Not contacted,
